INFO 2018-09-22 11:43:25,627 basehttp 124 "GET /servicelist/ HTTP/1.1" 302 0
WARNING 2018-09-22 11:43:38,598 basehttp 124 "GET /gorgeous/login/?next=/servicelist/ HTTP/1.1" 404 4156
WARNING 2018-09-22 11:43:39,875 log 228 Not Found: /gorgeous/login/
WARNING 2018-09-22 11:43:39,875 basehttp 124 "GET /gorgeous/login/?next=/servicelist/ HTTP/1.1" 404 4156
WARNING 2018-09-22 11:43:40,728 log 228 Not Found: /gorgeous/login/
WARNING 2018-09-22 11:43:40,729 basehttp 124 "GET /gorgeous/login/?next=/servicelist/ HTTP/1.1" 404 4156
INFO 2018-09-22 11:43:41,901 basehttp 124 "GET / HTTP/1.1" 302 0
INFO 2018-09-22 11:43:41,970 basehttp 124 "GET /static/css/bootstrap.min.css HTTP/1.1" 200 8192
INFO 2018-09-22 11:43:44,763 basehttp 124 "POST /login/?next= HTTP/1.1" 200 3076
INFO 2018-09-22 11:43:44,812 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2018-09-22 11:43:46,811 basehttp 124 "POST /login/?next= HTTP/1.1" 302 0
INFO 2018-09-22 11:43:47,083 basehttp 124 "GET / HTTP/1.1" 200 28147
INFO 2018-09-22 11:45:08,784 basehttp 124 "GET /logout/ HTTP/1.1" 302 0
INFO 2018-09-22 11:45:08,801 basehttp 124 "GET /login/ HTTP/1.1" 200 3052
WARNING 2018-09-22 11:45:16,473 log 228 Not Found: /logindsadsd/das
WARNING 2018-09-22 11:45:16,473 basehttp 124 "GET /logindsadsd/das HTTP/1.1" 404 4137
WARNING 2018-09-22 11:45:27,439 log 228 Not Found: /gorgeous/
WARNING 2018-09-22 11:45:27,440 basehttp 124 "GET /gorgeous/ HTTP/1.1" 404 4119
INFO 2018-09-22 11:45:40,310 basehttp 124 "POST /login/?next= HTTP/1.1" 302 0
INFO 2018-09-22 11:45:40,538 basehttp 124 "GET / HTTP/1.1" 200 28146
INFO 2018-09-22 11:45:48,841 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
WARNING 2018-09-22 11:45:51,346 log 228 Not Found: /gorgeous/servicelist/
WARNING 2018-09-22 11:45:51,348 basehttp 124 "POST /gorgeous/servicelist/ HTTP/1.1" 404 4156
WARNING 2018-09-22 11:46:05,851 log 228 Not Found: /gorgeous/servicelist/
WARNING 2018-09-22 11:46:05,852 basehttp 124 "POST /gorgeous/servicelist/ HTTP/1.1" 404 4156
INFO 2018-09-22 11:47:50,330 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:47:50,412 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:47:50,415 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:47:50,419 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:47:50,424 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:47:50,425 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:47:50,433 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:47:50,434 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:47:50,435 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:47:50,436 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:47:50,441 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:47:50,447 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:47:50,447 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:47:50,449 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:47:50,450 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:47:50,452 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:47:50,456 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:47:50,459 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6230
INFO 2018-09-22 11:47:50,481 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:47:50,744 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:47:50,744 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:47:50,968 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:47:57,030 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
INFO 2018-09-22 11:51:34,710 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:51:34,787 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:51:34,789 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:51:34,797 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:51:34,800 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:51:34,802 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:51:34,805 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:51:34,807 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:51:34,813 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:51:34,816 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:51:34,821 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:51:34,823 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:51:34,823 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:51:34,827 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:51:34,829 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:51:34,835 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:51:34,835 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:51:34,838 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6200
INFO 2018-09-22 11:51:34,841 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:51:35,130 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:51:35,134 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:51:35,259 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:51:36,487 log 228 Not Found: /servicelist/servicelist/
WARNING 2018-09-22 11:51:36,488 basehttp 124 "POST /servicelist/servicelist/ HTTP/1.1" 404 4165
INFO 2018-09-22 11:51:38,298 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:51:38,314 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
WARNING 2018-09-22 11:51:38,711 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
INFO 2018-09-22 11:51:45,155 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:51:45,248 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:51:45,252 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:51:45,254 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:51:45,258 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:51:45,260 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:51:45,262 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:51:45,265 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:51:45,269 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:51:45,272 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:51:45,274 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:51:45,277 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:51:45,280 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:51:45,281 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:51:45,284 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:51:45,287 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:51:45,290 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:51:45,293 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6200
INFO 2018-09-22 11:51:45,299 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:51:45,612 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:51:45,612 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:51:45,705 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:51:46,609 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
WARNING 2018-09-22 11:52:00,367 log 228 Not Found: /servicelist/servicelist/
WARNING 2018-09-22 11:52:00,367 basehttp 124 "POST /servicelist/servicelist/ HTTP/1.1" 404 4165
INFO 2018-09-22 11:52:34,410 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:52:34,429 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
WARNING 2018-09-22 11:52:34,776 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
WARNING 2018-09-22 11:52:34,941 log 228 Not Found: /servicelist/servicelist/
WARNING 2018-09-22 11:52:34,943 basehttp 124 "POST /servicelist/servicelist/ HTTP/1.1" 404 4165
INFO 2018-09-22 11:52:37,698 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:53:28,527 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:53:28,603 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:53:28,605 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:53:28,608 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:53:28,612 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:53:28,617 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:53:28,620 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:53:28,624 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:53:28,627 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:53:28,633 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:53:28,634 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:53:28,637 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:53:28,637 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:53:28,639 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:53:28,642 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:53:28,644 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:53:28,645 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:53:28,647 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6202
INFO 2018-09-22 11:53:28,659 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:53:28,988 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:53:28,989 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:53:29,135 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:53:29,895 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
INFO 2018-09-22 11:53:30,896 basehttp 124 "POST /servicelist/ HTTP/1.1" 200 15
INFO 2018-09-22 11:53:31,096 basehttp 124 "GET /static/vendor/layer/skin/default/icon.png HTTP/1.1" 200 11493
INFO 2018-09-22 11:53:32,698 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:53:32,785 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:53:32,790 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:53:32,791 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:53:32,793 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:53:32,796 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:53:32,799 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:53:32,800 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:53:32,803 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:53:32,806 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:53:32,809 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:53:32,811 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:53:32,813 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:53:32,815 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:53:32,818 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:53:32,822 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:53:32,823 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:53:32,826 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6202
INFO 2018-09-22 11:53:33,026 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:53:33,307 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:53:33,310 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:53:33,442 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:53:34,237 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
INFO 2018-09-22 11:53:36,776 basehttp 124 "POST /servicelist/ HTTP/1.1" 200 15
INFO 2018-09-22 11:53:36,796 basehttp 124 "GET /static/vendor/layer/skin/default/icon.png HTTP/1.1" 200 11493
INFO 2018-09-22 11:53:37,987 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:53:38,047 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:53:38,049 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:53:38,051 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:53:38,054 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:53:38,059 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
INFO 2018-09-22 11:53:38,064 basehttp 124 "GET /static/css/main.css HTTP/1.1" 200 48248
INFO 2018-09-22 11:53:38,066 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 200 355
INFO 2018-09-22 11:53:38,070 basehttp 124 "GET /static/css/app.css HTTP/1.1" 200 3446
INFO 2018-09-22 11:53:38,074 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 200 85578
INFO 2018-09-22 11:53:38,076 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 200 72070
INFO 2018-09-22 11:53:38,078 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-09-22 11:53:38,081 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 200 21640
INFO 2018-09-22 11:53:38,088 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4711
INFO 2018-09-22 11:53:38,090 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 200 3950
INFO 2018-09-22 11:53:38,096 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 200 39788
INFO 2018-09-22 11:53:38,098 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 200 5415
INFO 2018-09-22 11:53:38,100 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6202
INFO 2018-09-22 11:53:38,125 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 200 12210
INFO 2018-09-22 11:53:38,384 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 200 21780
INFO 2018-09-22 11:53:38,387 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2018-09-22 11:53:38,580 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 200 14499
WARNING 2018-09-22 11:53:39,522 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 404 1750
INFO 2018-09-22 11:54:10,604 basehttp 124 "POST /servicelist/ HTTP/1.1" 200 15
INFO 2018-09-22 11:54:10,622 basehttp 124 "GET /static/vendor/layer/skin/default/icon.png HTTP/1.1" 200 11493
INFO 2018-09-22 11:54:11,696 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:54:11,758 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,760 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,762 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,767 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,767 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,770 basehttp 124 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,772 basehttp 124 "GET /static/css/demo.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,775 basehttp 124 "GET /static/css/app.css HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,777 basehttp 124 "GET /static/vendor/jquery/jquery.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,780 basehttp 124 "GET /static/vendor/vue.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,787 basehttp 124 "GET /static/img/user3.png HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,789 basehttp 124 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,791 basehttp 124 "GET /static/vendor/layer/layer.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,795 basehttp 124 "GET /static/vendor/jquery-slimscroll/jquery.slimscroll.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,798 basehttp 124 "GET /static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,800 basehttp 124 "GET /static/vendor/chartist/js/chartist.min.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,804 basehttp 124 "GET /static/scripts/klorofil-common.js HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,807 basehttp 124 "GET /static/scripts/pages/service.js HTTP/1.1" 200 6202
INFO 2018-09-22 11:54:11,914 basehttp 124 "GET /static/vendor/linearicons/fonts/Linearicons-Free.woff2?w118d HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,916 basehttp 124 "GET /static/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 0
INFO 2018-09-22 11:54:11,954 basehttp 124 "GET /static/vendor/layer/skin/default/layer.css?v=3.0.3303 HTTP/1.1" 304 0
INFO 2018-09-22 11:54:17,307 basehttp 124 "POST /servicelist/ HTTP/1.1" 200 15
INFO 2018-09-22 11:54:17,339 basehttp 124 "GET /static/vendor/layer/skin/default/icon.png HTTP/1.1" 200 11493
INFO 2018-09-22 11:54:19,196 basehttp 124 "GET /servicelist/ HTTP/1.1" 200 286529
INFO 2018-09-22 11:54:19,313 basehttp 124 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-09-22 11:54:19,316 basehttp 124 "GET /static/vendor/layer/skin/layer.css HTTP/1.1" 200 14048
INFO 2018-09-22 11:54:19,319 basehttp 124 "GET /static/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 31000
INFO 2018-09-22 11:54:19,322 basehttp 124 "GET /static/vendor/linearicons/style.css HTTP/1.1" 200 8344
INFO 2018-09-22 11:54:19,325 basehttp 124 "GET /static/vendor/chartist/css/chartist-custom.css HTTP/1.1" 200 13878
